Entity_Name,Type,Source,QID,Page_Numbers,Original_Files,Original_Count
Indecency in art,E28 Conceptual Object,Index,,162,I_refined.csv,1
Inigo Jones,E21 Person,Handmade + Index,Q295929,"178, 309",J，K_refined.csv; name-English_table.csv,2
"Innocent X, Pope",E21 Person,Index,,,I_refined.csv,1
"Innocent XII, Pope",E21 Person,Index,,,I_refined.csv,1
Innocent XIII,E21 Person,Handmade + Index,Q133100,,I_refined.csv; name-English_table.csv,3
Innocenzo,E21 Person,Handmade,R100,,name-English_table.csv,1
Institutum Romanum Finlandiae,E53 Place,Handmade,Q3799233,,gio-English_table.csv,1
Interior of S. Andrea al Quirinale,E22 Man-Made Object,Handmade,A121,,work-English_table.csv,1
Interior of the Pantheon,E22 Man-Made Object,Handmade,A436,,work-English_table.csv,1
Iphigenia,E21 Person,Handmade,Q192673,,name-English_table.csv,1
Ippolito Aldobrandini,E21 Person,Handmade,Q170395,,name-English_table.csv,1
Ippolito Bentivoglio,E21 Person,Handmade,Q24205954,,name-English_table.csv,1
Ippolito Bevilacqua,E21 Person,Handmade,Q54141108,,name-English_table.csv,1
Iris,E21 Person,Handmade,Q184570,,name-English_table.csv,1
Iris Appearing to Turnus,E22 Man-Made Object,Handmade,A437,,work-English_table.csv,1
Irma Jaffe,E21 Person,Handmade,Q19997537,,name-English_table.csv,1
Irving Lavin,E21 Person,Handmade,Q19753933,,name-English_table.csv,1
Isaac,E21 Person,Handmade,Q671872,,name-English_table.csv,1
Isaac Newton,E21 Person,Handmade + Index,Q935,"288, 301, 318, 319, 320, 408",N_refined.csv; name-English_table.csv,2
Isabella Teotochi Albrizzi,E21 Person,Handmade,Q5454,,name-English_table.csv,1
Isabella de' Medici,E21 Person,Handmade,Q271831,,name-English_table.csv,1
Isaiah,E21 Person,Handmade,Q188794,,name-English_table.csv,1
Ischia,E53 Place,Handmade,Q72134,,gio-English_table.csv,1
Isidoro Bianchi,E21 Person,Handmade + Index,Q3155339,371n,B_refined.csv; name-English_table.csv,2
Isis,E21 Person,Handmade,Q79876,,name-English_table.csv,1
Italo Faldi,E21 Person,Handmade,Q124854627,,name-English_table.csv,1
J. Paul Getty Museum,E53 Place,Handmade,Q731126,,gio-English_table.csv,1
J?rg Garms,E21 Person,Handmade,Q111356168,,name-English_table.csv,1
"Jabach, Everard",E21 Person,Index,,184,J，K_refined.csv,1
Jacob,E21 Person,Handmade,Q289957,,name-English_table.csv,1
Jacob Christoph Le Blon,E21 Person,Handmade,Q1678961,,name-English_table.csv,1
Jacob Ghibbesio,E21 Person,Handmade,R101,,name-English_table.csv,1
Jacob Hess,E21 Person,Handmade,Q19753934,,name-English_table.csv,1
Jacob and Rachel,E22 Man-Made Object,Handmade,Q120884420,,work-English_table.csv,1
Jacob and the Angel,E22 Man-Made Object,Handmade,A122,,work-English_table.csv,1
Jacob's Ladder,E22 Man-Made Object,Handmade,A123,,work-English_table.csv,1
Jacopo Amigoni,E21 Person,Handmade + Index,Q380897,"251, 271, 286, 295, 297, 340, 351, 405; 286, 287, 292; 287; 315; 316; 393",A_refined.csv; name-English_table.csv,10
Jacopo Facciolati,E21 Person,Handmade,Q3157640,,name-English_table.csv,1
Jacopo Guarana,E21 Person,Handmade,Q3805882,,name-English_table.csv,1
Jacopo Palma il Giovane,E21 Person,Handmade,Q651795,,name-English_table.csv,1
Jacopo Pedozzi,E21 Person,Handmade,R102,,name-English_table.csv,1
Jacopo Riguccio Galluzzi,E21 Person,Handmade,Q3805930,,name-English_table.csv,1
"Jacopo Salviati, I duca di Giuliano",E21 Person,Handmade,Q47468550,,name-English_table.csv,1
Jacopo Sansovino,E21 Person,Handmade + Index,Q202267,251; 362,S_refined.csv; name-English_table.csv,3
Jacopo Tintoretto,E21 Person,Handmade,Q9319,,name-English_table.csv,1
Jacques Bénigne Bossuet,E21 Person,Handmade,Q294100,,name-English_table.csv,1
Jacques Callot,E21 Person,Handmade + Index,Q460124,"213; 95, 133, 343",C_refined.csv; name-English_table.csv,3
Jacques Courtois,E21 Person,Handmade,Q1366347,,name-English_table.csv,1
Jacques Duyvdant,E21 Person,Handmade,R103,,name-English_table.csv,1
Jacques Thuillier,E21 Person,Handmade,Q3160087,,name-English_table.csv,1
Jacques Tubeuf,E21 Person,Handmade + Index,R104,181,T_refined.csv; name-English_table.csv,2
Jael,E21 Person,Handmade,Q954820,,name-English_table.csv,1
Jael Hammering a nail into Sisera,E22 Man-Made Object,Handmade,A325,,work-English_table.csv,1
James Ackerman,E21 Person,Handmade,Q3161414,,name-English_table.csv,1
James Adam,E21 Person,Handmade + Index,Q2618073,"302, 310, 392",A_refined.csv; name-English_table.csv,2
James Altham,E21 Person,Handmade + Index,R105,197,A_refined.csv; name-English_table.csv,2
James Brydges,E21 Person,Handmade,Q333238,,name-English_table.csv,1
James Byam Shaw,E21 Person,Handmade,Q18671536,,name-English_table.csv,1
James Curran Davis,E21 Person,Handmade,Q1680229,,name-English_table.csv,1
"James Francis Edward Stuart, Prince of Wales",E21 Person,Handmade,Q211681,,name-English_table.csv,1
James II of England,E21 Person,Handmade + Index,Q126188,"196, 280, 286",J，K_refined.csv; name-English_table.csv,2
James III of England,E21 Person,Index,,203,J，K_refined.csv,1
James Thornhill,E21 Person,Handmade + Index,Q1681192,286,T_refined.csv; name-English_table.csv,2
James Wyatt,E21 Person,Handmade + Index,Q1350728,301,UVWXYZ_refined.csv; name-English_table.csv,2
Jan Baptist de Wael,E21 Person,Handmade,Q15432690,,name-English_table.csv,1
Jan Bialostocki,E21 Person,Handmade,Q1681622,,name-English_table.csv,1
Jan Both,E21 Person,Handmade + Index,Q981631,172,B_refined.csv; name-English_table.csv,2
Jan Miel,E21 Person,Handmade + Index,Q979945,"126, 127, 137, 140, 207",M_refined.csv; name-English_table.csv,2
Jan Niceo Eritreo,E21 Person,Handmade,R106,,name-English_table.csv,1
Jan Weenix,E21 Person,Handmade + Index,Q1346044,283,UVWXYZ_refined.csv; name-English_table.csv,2
Jan van den Eynde,E21 Person,Handmade,Q109562238,,name-English_table.csv,1
Jan van den Hecke,E21 Person,Handmade + Index,Q2486064,97,D_refined.csv; name-English_table.csv,2
Jane Costello,E21 Person,Handmade,Q19753944,,name-English_table.csv,1
Jean Alazard,E21 Person,Handmade,Q3170300,,name-English_table.csv,1
Jean Antoine Watteau,E21 Person,Handmade,Q183221,,name-English_table.csv,1
Jean Armand de Blainville,E21 Person,Handmade,Q21476770,,name-English_table.csv,1
Jean Baptiste Bouchardon,E21 Person,Handmade,Q2340642,,name-English_table.csv,1
Jean Baptiste Vanmour,E21 Person,Handmade,Q956812,,name-English_table.csv,1
Jean Dughet,E21 Person,Handmade + Index,Q21567825,57n,D_refined.csv; name-English_table.csv,2
Jean Huber,E21 Person,Handmade + Index,Q684146,370,H_refined.csv; name-English_table.csv,3
Jean Jacques Rousseau,E21 Person,Handmade + Index,Q6527,"328, 369, 372",Q-R_refined.csv; name-English_table.csv; work-English_table.csv,3
Jean Léon Marie Delumeau,E21 Person,Handmade,Q767691,,name-English_table.csv,1
Jean-Antoine Houdon,E21 Person,Handmade + Index,Q318741,369,H_refined.csv; name-English_table.csv,3
Jean-Antoine Nollet,E21 Person,Handmade,Q994738,,name-English_table.csv,1
Jean-Baptiste Colbert,E21 Person,Handmade + Index,Q188971,"153, 186, 187, 188, 189, 403",C_refined.csv; name-English_table.csv,2
Jean-Baptiste Théodon,E21 Person,Handmade,Q504308,,name-English_table.csv,1
Jean-Baptiste-Siméon Chardin,E21 Person,Handmade,Q207447,,name-English_table.csv,1
Jean-Fran?ois Millet,E21 Person,Handmade,Q3751077,,name-English_table.csv,1
Jean-Fran?ois de La Harpe,E21 Person,Handmade,Q379022,,name-English_table.csv,1
Jean-Fran?ois de Troy,E21 Person,Handmade,Q707729,,name-English_table.csv,1
Jean-Honoré Fragonard,E21 Person,Handmade,Q127171,,name-English_table.csv,1
Jean-Hugues Taraval,E21 Person,Handmade,Q3142347,,name-English_table.csv,1
Jean-Jacques Bouchard,E21 Person,Handmade + Index,Q3166189,"56, 57, 107, 108",B_refined.csv; name-English_table.csv,2
Jeffrey Daniels,E21 Person,Handmade,Q16185399,,name-English_table.csv,1
Jennifer Ellis Rachel Montagu,E21 Person,Handmade,Q20962867,,name-English_table.csv,1
Jenny Adam,E21 Person,Handmade,Q19402811,,name-English_table.csv,1
Jeremiah,E21 Person,Handmade,Q158825,,name-English_table.csv,1
Jerome Bankes,E21 Person,Handmade,Q76240509,,name-English_table.csv,1
Jerome Bankes (1635/36-1686),E22 Man-Made Object,Handmade,Q52218910,,work-English_table.csv,1
Jeroni Nadal,E21 Person,Handmade,Q1125690,,name-English_table.csv,1
Jesuit Archives,E53 Place,Handmade,G165,,gio-English_table.csv,1
Jesuit church,E53 Place,Handmade,G99,,gio-English_table.csv,1
Jesuit school,E53 Place,Handmade,Q3580134,,gio-English_table.csv,1
Jesuits,E74 Group,Index,,"267, 271, 272; 271; 63, 64, 65, 66, 67, 68, 73n, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 99n, 161, 163; 63, 67, 79, 82, 83; 90, 91, 93, 398, 399, 400",J，K_refined.csv,5
Jesus,E21 Person,Handmade,Q302,,name-English_table.csv,1
Jesus Church,E53 Place,Handmade,G85,,gio-English_table.csv,1
Joachim Joseph Berthier,E21 Person,Handmade,Q86082462,,name-English_table.csv,1
Joachim von Derschau,E21 Person,Handmade,R108,,name-English_table.csv,1
Joachim von Sandrart,E21 Person,Handmade + Index,Q57414113,29,S_refined.csv; name-English_table.csv,2
Job,E21 Person,Handmade,Q179962,,name-English_table.csv,1
Job and Wife and Isaac blessing Jacob,E22 Man-Made Object,Handmade,A124,,work-English_table.csv,1
Johann Balthasar Neumann,E21 Person,Handmade,Q61349,,name-English_table.csv,1
Johann Bernhard Fischer von Erlach,E21 Person,Handmade,Q84305,,name-English_table.csv,1
Johann Carl Loth,E21 Person,Handmade,Q670135,,name-English_table.csv,1
Johann Caspar Goethe,E21 Person,Handmade,Q1585819,,name-English_table.csv,1
Johann Christian Brand,E21 Person,Handmade,Q685519,,name-English_table.csv,1
Johann Christoph Pepusch,E21 Person,Handmade,Q371825,,name-English_table.csv,1
Johann Christoph Storer,E21 Person,Handmade,Q1693075,,name-English_table.csv,1
Johann Georg III of Saxony,E21 Person,Index,,194,J，K_refined.csv,1
Johann Georg Key?ler,E21 Person,Handmade,Q1693874,,name-English_table.csv,1
Johann Georg Zimmermann,E21 Person,Handmade,Q115878,,name-English_table.csv,1
"Johann II, Prince of Liechtenstein",E21 Person,Handmade,Q317016,,name-English_table.csv,1
Johann Joachim Winckelmann,E21 Person,Handmade,Q57280,,name-English_table.csv,1
Johann Lukas von Hildebrandt,E21 Person,Handmade,Q84507,,name-English_table.csv,1
Johann Matthias von der Schulenburg,E21 Person,Handmade,Q70910,,name-English_table.csv; work-English_table.csv,2
Johann Philipp Franz von Sch?nborn,E21 Person,Handmade,Q86957,,name-English_table.csv,1
Johann Wilhelm,E21 Person,Handmade,Q64266,,name-English_table.csv,1
"Johann Wilhelm, Elector Palatinate",E21 Person,Index,,"277, 281, 282, 283, 284, 293; 282; 283",J，K_refined.csv,7
Johann Zacharias Platner,E21 Person,Handmade,Q1645845,,name-English_table.csv,1
Johannes Albertus Franciscus Orbaan,E21 Person,Handmade,Q19753956,,name-English_table.csv,1
Johannes Vermeer,E21 Person,Handmade + Index,Q41264,"307; 307, 384",UVWXYZ_refined.csv; name-English_table.csv,3
Johannes Wilde,E21 Person,Handmade,Q15430589,,name-English_table.csv,1
John Bryan Shipley,E21 Person,Handmade,R109,,name-English_table.csv,1
John Bryson,E21 Person,Handmade,R110,,name-English_table.csv,1
John Buonarotti Papworth,E21 Person,Handmade,Q6223865,,name-English_table.csv,1
John Byam Lister Shaw,E21 Person,Handmade,Q2589323,,name-English_table.csv,1
"John Cecil, 5th Earl of Exeter",E21 Person,Handmade,Q15989977,,name-English_table.csv,1
"John Cecil, 6th Earl of Exeter",E21 Person,Handmade,Q6225597,,name-English_table.csv,1
John Charlton,E21 Person,Handmade,Q2657457,,name-English_table.csv,1
John Chrysostom,E21 Person,Handmade,Q43706,,name-English_table.csv,1
"John Churchill, 1st Duke of Marlborough",E21 Person,Handmade,Q153803,,name-English_table.csv,1
John Closterman,E21 Person,Handmade,Q6226403,,name-English_table.csv,1
John Conduitt,E21 Person,Handmade + Index,Q6226846,"290n, 291n, 304n",C_refined.csv; name-English_table.csv,2
John Constable,E21 Person,Handmade + Index,Q159297,360,C_refined.csv; name-English_table.csv,2
John Dryden,E21 Person,Handmade,Q213355,,name-English_table.csv,1
John Durant Breval,E21 Person,Handmade,Q6230521,,name-English_table.csv,1
John Edward Sweetman,E21 Person,Handmade,R111,,name-English_table.csv,1
John Evelyn,E21 Person,Handmade,Q342712,,name-English_table.csv,1
John Finch,E21 Person,Handmade + Index,Q6233132,197,F_refined.csv; name-English_table.csv,2
John Fleming,E21 Person,Handmade,Q6233420,,name-English_table.csv,1
John Fullarton Udny,E21 Person,Handmade,Q75708811,,name-English_table.csv,1
John Gay,E21 Person,Handmade + Index,Q321660,280,G_refined.csv; name-English_table.csv,2
John Graham Robertson,E21 Person,Handmade,Q98924483,,name-English_table.csv,1
John Henry Skippe,E21 Person,Handmade,Q18813283,,name-English_table.csv,1
"John Hervey, 2nd Baron Hervey",E21 Person,Handmade,Q1006241,,name-English_table.csv,1
John J. Gilmartin,E21 Person,Handmade,Q105674977,,name-English_table.csv,1
John Law,E21 Person,Handmade + Index,Q312694,"284, 285",L_refined.csv; name-English_table.csv,2
John Manners,E21 Person,Handmade,Q337638,,name-English_table.csv,1
John Milton,E21 Person,Handmade + Index,Q79759,"58, 96",M_refined.csv; name-English_table.csv,2
John Nicoll,E21 Person,Handmade,Q4731153,,name-English_table.csv,1
John Northall,E21 Person,Handmade,Q18009154,,name-English_table.csv,1
John Pope Hennessy,E21 Person,Handmade,Q2607815,,name-English_table.csv,1
John Ripley Freeman,E21 Person,Handmade,Q6254986,,name-English_table.csv,1
John Russell,E21 Person,Handmade,Q335406,,name-English_table.csv,1
"John Sheffield, 1st Duke of Buckingham and Normanby",E21 Person,Handmade,Q2736244,,name-English_table.csv,1
"John Sobieski, King of Poland",E21 Person,Index,,129,J，K_refined.csv,1
John Strange,E21 Person,Handmade + Index,Q6259378,"366n, 393; 373, 374, 375; 374",S_refined.csv; name-English_table.csv,4
John Tillotson,E21 Person,Handmade,Q676049,,name-English_table.csv,1
John Vanbrugh,E21 Person,Handmade + Index,Q333398,"278, 279, 309",UVWXYZ_refined.csv; name-English_table.csv,2
John Walker,E21 Person,Handmade,Q324571,,name-English_table.csv,1
John Webster,E21 Person,Handmade + Index,Q225904,98n,UVWXYZ_refined.csv; name-English_table.csv,3
John Woodward,E21 Person,Handmade,Q706904,,name-English_table.csv,1
John the Baptist,E21 Person,Handmade,Q40662,,name-English_table.csv,1
Joint caricature of Simonelli and Mola,E22 Man-Made Object,Handmade,A356,,work-English_table.csv,2
Josef Grisar,E21 Person,Handmade,Q59531270,,name-English_table.csv,1
Joseph Addison,E21 Person,Handmade,Q206384,,name-English_table.csv,1
Joseph Perrot,E21 Person,Handmade + Index,Q17627216,291n,P_refined.csv; name-English_table.csv,2
Joseph Smith,E21 Person,Handmade + Index,Q476702,"212, 394; 236n, 252, 264, 266, 290n, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 318, 320, 322, 328, 335, 341, 343n, 346, 352, 355, 357, 361, 364, 369, 406, 407; 264n, 266; 291; 299, 300, 301; 299, 306, 337; 300; 300, 303n, 309, 361, 391, 392, 393, 394; 300, 309, 361, 391, 392, 393, 394; 301; 301, 302; 301, 391; 302; 302, 303; 302, 303, 304, 309, 310; 302, 303, 306, 310; 303; 303, 310; 304, 305, 306, 307, 308, 309, 310; 304, 310; 306; 306n; 307; 307n, 317; 308, 309; 309; 310; 315; 337; 393; 393, 394; 394",S_refined.csv; name-English_table.csv,38
Joseph Sold by his Brothers,E22 Man-Made Object,Handmade,A126,,work-English_table.csv,1
Joseph Valfrey,E21 Person,Handmade,R112,,name-English_table.csv,1
Joseph Vernet,E21 Person,Handmade + Index,Q315819,358,UVWXYZ_refined.csv; name-English_table.csv,2
Joseph Wagner,E21 Person,Handmade + Index,Q11728479,340,UVWXYZ_refined.csv; name-English_table.csv,2
Joseph and Potiphar's Wife,E22 Man-Made Object,Handmade,A125,,work-English_table.csv,1
Joseph de Guibert,E21 Person,Handmade,Q60028645,,name-English_table.csv,1
Joshua Reynolds,E21 Person,Handmade + Index,Q194402,301,Q-R_refined.csv; name-English_table.csv,2
Juan de Pareja,E21 Person,Handmade + Index,Q1352058,222,P_refined.csv; name-English_table.csv,2
"Juan de Tassis, 2nd Count of Villamediana",E21 Person,Handmade,Q4111408,,name-English_table.csv,1
Juan van der Hamen,E21 Person,Handmade + Index,Q1710710,400,H_refined.csv; name-English_table.csv,2
Judith,E21 Person,Handmade,Q26454627,,name-English_table.csv,1
Judith shows the people the head of Holofernes,E22 Man-Made Object,Handmade,Q27980482,,work-English_table.csv,1
Judith with the Head of Holofernes,E22 Man-Made Object,Handmade,A340,,work-English_table.csv,1
Judith with the head of Holofernes,E22 Man-Made Object,Handmade,A341,,work-English_table.csv,1
Jules Mazarin,E21 Person,Handmade,Q166056,,name-English_table.csv,1
Julian the Apostate,E21 Person,Handmade + Index,Q33941,"109, 196",J，K_refined.csv; name-English_table.csv,2
Julius von Schlosser,E21 Person,Handmade,Q84564,,name-English_table.csv,1
Juno,E21 Person,Handmade,Q125046,,name-English_table.csv,1
"Juno, Goddess of Air",E22 Man-Made Object,Handmade,A438,,work-English_table.csv,1
Jupiter,E21 Person,Handmade,Q34201,,name-English_table.csv,1
Jupiter among the Corybantes,E22 Man-Made Object,Handmade,A323,,work-English_table.csv,1
Jupiter and Antiope,E22 Man-Made Object,Handmade,Q9372007,,work-English_table.csv,1
Jupiter and Io with Cupid and Attendant Putti,E22 Man-Made Object,Handmade,Q119637439,,work-English_table.csv,1
Jupiter giving Suck,E22 Man-Made Object,Handmade,A127,,work-English_table.csv,1
Jupiter handed over by Cybele to the Corybantes to be Fed,E22 Man-Made Object,Handmade,A348,,work-English_table.csv,1
Jupiter sending down his Thunder bolts on the Gods,E22 Man-Made Object,Handmade,A128,,work-English_table.csv,1
Jusepe de Ribera,E21 Person,Handmade,Q297838,,name-English_table.csv,1
Justice,E22 Man-Made Object,Handmade,A129,,work-English_table.csv,1
Justice Embracing Peace,E22 Man-Made Object,Handmade,A414,,work-English_table.csv,1
Justinus,E21 Person,Index,,118,J，K_refined.csv,1
Justus of Ghent,E21 Person,Index,,54,J，K_refined.csv,1
Justus van Gent,E21 Person,Handmade,Q515796,,name-English_table.csv,1
Jér?me Lalande,E21 Person,Handmade,Q168419,,name-English_table.csv,1
Jér?me Richard,E21 Person,Handmade,Q1345478,,name-English_table.csv,1
Kaisersaal,E53 Place,Handmade,Q1721724,,gio-English_table.csv,1
Karel van Mander III,E21 Person,Handmade,Q3428643,,name-English_table.csv,1
Karl Ludwig Freiherr von P?llnitz,E21 Person,Handmade,Q92292,,name-English_table.csv,1
Karl Philipp von Greiffenklau,E21 Person,Handmade,Q95296,,name-English_table.csv,1
Karl Theodore Parker,E21 Person,Handmade,Q15968743,,name-English_table.csv,1
Karolina Lanckorońska,E21 Person,Handmade,Q468466,,name-English_table.csv,1
Karolus Magnus,E21 Person,Handmade,Q3044,,name-English_table.csv,1
Kassel,E53 Place,Handmade,Q2865,,gio-English_table.csv,1
Kate Steinitz,E21 Person,Handmade,Q6567261,,name-English_table.csv,1
Keller Peninsula,E53 Place,Handmade,Q2604876,,gio-English_table.csv,1
Kenneth Donahue,E21 Person,Handmade,Q19753997,,name-English_table.csv,1
Kimbolton,E53 Place,Handmade,Q522398,,gio-English_table.csv,1
King George I,E22 Man-Made Object,Handmade,A412,,work-English_table.csv,1
King George Island,E53 Place,Handmade,Q859440,,gio-English_table.csv,1
King Midas,E22 Man-Made Object,Handmade,A130,,work-English_table.csv,1
King Solomon Bathing,E22 Man-Made Object,Handmade,A131,,work-English_table.csv,1
King's College,E53 Place,Handmade,Q924289,,gio-English_table.csv,1
Klaus Lankheit,E21 Person,Handmade,Q1119207,,name-English_table.csv,1
Klára Garas,E21 Person,Handmade,Q1008260,,name-English_table.csv,1
Kufürst Clemens August,E22 Man-Made Object,Handmade,A132,,work-English_table.csv,1
Kunsthistorisches Museum,E53 Place,Handmade,Q95569,,gio-English_table.csv,1
Kunstsammlungen,E53 Place,Handmade,G75,,gio-English_table.csv,1
L'Escorial,E53 Place,Handmade,Q56300860,,gio-English_table.csv,1
L'Inondazione del Tevere,E22 Man-Made Object,Handmade,A394,,work-English_table.csv,1
"La Beata Vergine in Egitto, e S. Giuseppe",E22 Man-Made Object,Handmade,A133,,work-English_table.csv,1
La Burla del Piovano Arlotto,E22 Man-Made Object,Handmade,A326,,work-English_table.csv,1
La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,E22 Man-Made Object,Handmade,A134,,work-English_table.csv,1
La Fiera dell' Impruneta,E22 Man-Made Object,Handmade,A322,,work-English_table.csv,1
La Galleria di Minervat VI,E53 Place,Handmade,G168,,gio-English_table.csv,1
La Harpe,E21 Person,Index,,328,L_refined.csv,2
La Notte,E22 Man-Made Object,Handmade,A135,,work-English_table.csv,1
La Storta,E53 Place,Handmade,Q1131028,,gio-English_table.csv,1
"La Vrillière, Louis Phélipeaux de",E21 Person,Index,,"184, 185",L_refined.csv,1
La rissa all'Ambasciata di Spagna,E22 Man-Made Object,Handmade,A136,,work-English_table.csv,1
Labia collection,E22 Man-Made Object,Index,,"214n, 250, 251, 262",L_refined.csv,1
Labia family,E74 Group,Index,,250,L_refined.csv,1
Lake Bracciano,E53 Place,Handmade,Q896551,,gio-English_table.csv,1
Lamport Hall,E21 Person,Handmade,R113,,gio-English_table.csv; name-English_table.csv,2
"Lancellotti, Abate",E21 Person,Index,,311,L_refined.csv,2
Landscape with Cephalus and Procris reunited by Diana,E22 Man-Made Object,Handmade,Q11747763,,work-English_table.csv,1
Landscape with Man fleeing from Serpent,E22 Man-Made Object,Handmade,A137,,work-English_table.csv,1
Landscape with Man killed by a Snake,E22 Man-Made Object,Handmade,A138,,work-English_table.csv,1
Landscape with Psyche Outside the Palace of Cupid,E22 Man-Made Object,Handmade,Q19574562,,work-English_table.csv,1
Landscape with Rural Dance,E22 Man-Made Object,Handmade,A139,,work-English_table.csv,1
Landscape with Woman washing her Feet,E22 Man-Made Object,Handmade,A140,,work-English_table.csv,1
Landscape with figures and animals,E22 Man-Made Object,Handmade,A391,,work-English_table.csv,1
Landscape with the Father of Psyche Sacrificing at the Milesian Temple of Apollo,E22 Man-Made Object,Handmade,Q27895778,,work-English_table.csv,1
Landscape with the Flight into Egypt,E22 Man-Made Object,Handmade,Q75135162,,work-English_table.csv,1
Landscape with the Port of Santa Marinella,E22 Man-Made Object,Handmade,Q104443853,,work-English_table.csv,1
"Landscapes, varying reactions to",E21 Person,Index,,"105, 111, 143, 155, 172, 173, 378",L_refined.csv,1
"Langetti, Giovanni Battista",E21 Person,Index,,234n,L_refined.csv,1
Lateran,E53 Place,Handmade,Q468405,,gio-English_table.csv,1
Lateran Baptistery,E53 Place,Handmade,Q2519438,,gio-English_table.csv,1
Lateran Palace,E53 Place,Handmade,Q848394,,gio-English_table.csv,1
Laurent Cars,E21 Person,Handmade,Q3029984,,name-English_table.csv,1
Laurent de La Hyre,E21 Person,Handmade,Q59894,,name-English_table.csv,1
Lauro,E53 Place,Handmade,Q55047,,gio-English_table.csv,1
Lazzaro Baldi,E21 Person,Handmade + Index,Q3220072,60,B_refined.csv; name-English_table.csv,2
Lazzaro Rivera,E21 Person,Handmade,R114,,name-English_table.csv,1
Le Artiche vanno per le vie nella citta di Venezia,E22 Man-Made Object,Handmade,A371,,work-English_table.csv,1
Le Fabbriche e Vedute di Venetia,E22 Man-Made Object,Handmade,A392,,work-English_table.csv,1
"LeBlon, Jakob Christoffel",E21 Person,Index,,408,L_refined.csv,1
Leandro Ozzola,E21 Person,Handmade,Q97063798,,name-English_table.csv,1
Leda,E22 Man-Made Object,Handmade,A141,,work-English_table.csv,1
Leda and the Swan,E22 Man-Made Object,Handmade,Q2308934,,work-English_table.csv,1
"Legros, Pierre",E21 Person,Index,,"92; 92, 93, 400; 93; 93n",L_refined.csv,4
Leipzig,E53 Place,Handmade,Q2079,,gio-English_table.csv,1
Lelio Guidiccioni,E21 Person,Handmade + Index,Q55998317,121,G_refined.csv; name-English_table.csv,2
"Lemaire, Jean",E21 Person,Index,,"105, 176",L_refined.csv,1
"Lena, Innocenzo della",E21 Person,Index,,375,L_refined.csv,1
Leo I,E21 Person,Handmade,Q43954,,name-English_table.csv,1
Leo X,E21 Person,Handmade,Q49237,,name-English_table.csv,1
Leo van Puyvelde,E21 Person,Handmade,Q19997555,,name-English_table.csv,1
Leonaert Bramer,E21 Person,Handmade,Q979381,,name-English_table.csv,1
Leonardo Loredan,E21 Person,Handmade,Q250210,,name-English_table.csv,1
Leonardo Pasqueti,E21 Person,Handmade,R115,,name-English_table.csv,1
Leonardo Pesaro,E21 Person,Handmade + Index,R116,249,P_refined.csv; name-English_table.csv,2
Leonardo Venier,E21 Person,Handmade + Index,R117,367,UVWXYZ_refined.csv; name-English_table.csv,2
Leonardo da Vinci,E21 Person,Handmade + Index,Q762,"100; 100, 106, 113; 106, 113",L_refined.csv; name-English_table.csv,5
"Leonardo, Conte di Valmarana",E21 Person,Handmade,Q110614237,,name-English_table.csv,1
Leonine City,E53 Place,Handmade,Q370350,,gio-English_table.csv,1
Leonora Baroni,E21 Person,Handmade + Index,Q2625057,"96, 180, 181",B_refined.csv; name-English_table.csv,2
"Leopold I, Grand Duke of Tuscany",E21 Person,Index,,"366, 371",L_refined.csv,1
"Leopold I, Holy Roman Emperor",E21 Person,Handmade + Index,Q150494,193,L_refined.csv; name-English_table.csv,2
"Leopold II, Holy Roman Emperor",E21 Person,Handmade,Q151321,,name-English_table.csv,1
Leopold Joseph von Daun,E21 Person,Handmade,Q93365,,name-English_table.csv,1
"Leopold Wilhelm, Archduke",E22 Man-Made Object,Index,,193,L_refined.csv,1
Leopoldo de' Medici,E21 Person,Handmade + Index,Q968920,"14, 231, 241, 375, 403, 404",M_refined.csv; name-English_table.csv,2
Leto Puliti,E21 Person,Handmade,Q49186561,,name-English_table.csv,1
Leto turning the Shepherds into Frogs,E22 Man-Made Object,Handmade,A318,,work-English_table.csv,1
"Letterini, Bartolommeo",E21 Person,Index,,275n,L_refined.csv,1
Library of King's College,E53 Place,Handmade,G153,,gio-English_table.csv,1
Liechtenstein Palace,E53 Place,Handmade,Q12033470,,gio-English_table.csv,1
Liechtenstein family,E74 Group,Index,,"194, 403, 406; 201",L_refined.csv,2
"Liechtenstein, Prince Wenzel of",E21 Person,Index,,"169, 194, 195, 234n, 345",L_refined.csv,1
Life of Christ series,E22 Man-Made Object,Handmade,A142,,work-English_table.csv,1
"Ligari, Gian Pietro",E21 Person,Index,,323n,L_refined.csv,1
Lina Livan,E21 Person,Handmade,R118,,name-English_table.csv,1
Lina Montalto,E21 Person,Handmade,Q109830266,,name-English_table.csv,1
Lincean Academy,E53 Place,Handmade,Q338432,,gio-English_table.csv,1
Lione Pascoli,E21 Person,Handmade + Index,Q1101774,324,P_refined.csv; name-English_table.csv,2
Lionel Cust,E21 Person,Handmade,Q6555603,,name-English_table.csv,1
Lionello Puppi,E21 Person,Handmade,Q18224381,,name-English_table.csv,1
Lita-Rose Betcherman,E21 Person,Handmade,R119,,name-English_table.csv,1
